PostTest_1	1	1001, 1002, 1003, 1004, 1005, 1006, 1007, 1008, 1009, 1010									
			31002	soundonly_word					j_sound.m4a	j	j^g^z
			31003	soundonly_word					ba.m4a	ba	va^pa^ba
			31004	soundonly_image					foto.m4a	foto.png	ciku.png^foto.png^sate.png
			31005	soundonly_image					kon.m4a	kon.png	pil.png^kon.png^gam.png
											
MiniTest_3_1	2	31006, 31007, 31008, 31009, 31010									
			31006	word_word		ma				m+a	d+a^y+a^m+a
			31007	soundonly_word					d_sound.m4a	d	d^c^p
			31008	soundonly_word					ge.m4a	ge	he^be^ge
			31009	soundonly_image					buku.m4a	buku.png	bola.png^dadu.png^buku.png
			31010	soundonly_image					ros.m4a	ros.png	ros.png^jet.png^cat.png
											
MiniTest_3_1	3	31011, 31012, 31013, 31014, 31015									
			31011	word_word		sa				s+a	s+a^j+e^l+a
			31012	soundonly_word					t_sound.m4a	t	d^t^v
			31013	soundonly_word					fa.m4a	fa	fi^fu^fa
			31014	soundonly_image					kaki.m4a	kaki.png	foto.png^kaki.png^sate.png
			31015	soundonly_image					bot.m4a	bot.png	gam.png^bot.png^pil.png
											
MiniTest_3_2	1	32001, 32002, 32003, 32004, 32005									
			32001	word_word		li				l+i	l+i^b+i^h+i
			32002	word_word		bu				b+u	f+u^j+u^b+u
			32003	soundonly_word					hu.m4a	hu	cu^hu^su
			32004	soundonly_image					mango.m4a	mango.png	mango.png^water.png^yellow.png
			32005	image_word	_ug	bug.png				b	b^f^h
											
MiniTest_3_2	2	32006, 32007, 32008, 32009, 32010									
			32006	word_word		pi				p+i	p+i^b+i^h+i
			32007	word_word		hu				h+u	f+u^j+u^h+u
			32008	soundonly_word					mu.m4a	mu	pu^du^mu
			32009	soundonly_image					yellow.m4a	yellow.png	mango.png^water.png^yellow.png
			32010	image_word	_an	fan.png				f	b^f^h
											
MiniTest_3_2	3	32011, 32012, 32013, 32014, 32015									
			32011	word_word		si				s+i	d+i^t+i^s+i
			32012	word_word		nu				n+u	s+u^n+u^l+u
			32013	soundonly_word					to.m4a	to	to^bo^zo
			32014	soundonly_image					water.m4a	water.png	mango.png^water.png^yellow.png
			32015	image_word	_at	hat.png				h	b^f^h
											
MiniTest_3_3	1	33001, 33002, 33003, 33004, 33005									
			33001	soundonly_word					kid.m4a	kid	bed^dad^kid
			33002	soundonly_word					bug.m4a	bug	bug^hug^dog
			33003	soundonly_word					ye.m4a	y+e	v+e^y+e^n+e
			33004	soundonly_image					baby.m4a	baby.png	baby.png^leaf.png^fire.png
			33005	image_word	_un	sun.png				s	s^t^c
											
MiniTest_3_3	2	33006, 33007, 33008, 33009, 33010									
			33006	soundonly_word					dad.m4a	dad	bed^dad^kid
			33007	soundonly_word					dog.m4a	dog	bug^hug^dog
			33008	soundonly_word					zi.m4a	z+i	z+i^v+i^s+i
			33009	soundonly_image					fire.m4a	fire.png	baby.png^leaf.png^fire.png
			33010	image_word	_ug	mug.png				m	l^h^m
											
MiniTest_3_3	3	33011, 33012, 33013, 33014, 33015									
			33011	soundonly_word					bed.m4a	bed	bed^dad^kid
			33012	soundonly_word					hug.m4a	hug	bug^hug^dog
			33013	soundonly_word					po.m4a	p+o	f+o^v+o^p+o
			33014	soundonly_image					leaf.m4a	leaf.png	baby.png^leaf.png^fire.png
			33015	image_word	_ig	pig.png				p	b^p^q
											
PostTest_3	1	3001, 3002, 3003, 3004, 3005, 3006, 3007, 3008, 3009, 3010									
			3001	word_word		ca				c+a	s+a^h+a^c+a
			3002	word_word		ne				n+e	n+e^l+e^b+e
			3003	word_word		du				d+u	l+u^d+u^v+u
			3004	image_word	_il	pil.png				p	c^p^g
			3005	image_word	c__	cat.png				at	at^et^am
			3006	soundonly_word					ta.m4a	t+a	t+a^b+a^r+a
			3007	soundonly_word					ge.m4a	g+e	j+e^g+e^k+e
			3008	soundonly_word					fi.m4a	f+i	b+i^w+i^f+i
			3009	soundonly_image					tebu.m4a	tebu.png	tebu.png^roti.png^gula.png
			3010	soundonly_image					kaki.m4a	kaki.png	baju.png^kaki.png^piza.png
											
PostTest_3	2	3011, 3012, 3013, 3014, 3015, 3016, 3017, 3018, 3019, 3020									
			3011	word_word		va				v+a	v+a^l+a^j+a
			3012	word_word		se				s+e	f+e^d+e^s+e
			3013	word_word		hu				h+u	n+u^h+u^c+u
			3014	image_word	_am	gam.png				g	j^g^p
			3015	image_word	j__	jet.png				et	il^et^at
			3016	soundonly_word					bi.m4a	b+i	v+i^k+i^b+i
			3017	soundonly_word					co.m4a	c+o	c+o^f+o^p+o
			3018	soundonly_word					ju.m4a	j+u	t+u^j+u^n+u
			3019	soundonly_image					sawi.m4a	sawi.png	bola.png^sawi.png^ubi.png
			3020	soundonly_image					ratu.m4a	ratu.png	ratu.png^labu.png^sudu.png
											
MiniTest_4_1	1	41001, 41002, 41003, 41004, 41005									
			41001	image_word		zip.png				zip	air^zip^sen
			41002	image_word		dua.png				dua	dua^beg^api
			41003	soundonly_word					tin.m4a	tin	tin^kek^jus
			41004	soundonly_word					kek.m4a	kek	jag^kek^jip
			41005	soundonly_word					jus.m4a	jus	kon^jus^bas
											
MiniTest_4_1	2	41006, 41007, 41008, 41009, 41010									
			41006	image_word		ais.png				ais	jam^ais^cat
			41007	image_word		ubi.png				ubi	ubi^gas^ini
			41008	soundonly_word					jag.m4a	jag	mop^jag^pen
			41009	soundonly_word					jip.m4a	jip	jip^pil^zip
			41010	soundonly_word					kon.m4a	kon	but^nat^kon
											
MiniTest_4_1	3	41011, 41012, 41013, 41014, 41015									
			41011	image_word		rak.png				rak	rak^ibu^jus
			41012	image_word		bas.png				bas	bas^ubi^ada
			41013	soundonly_word					bas.m4a	bas	cap^bas^gol
			41014	soundonly_word					mop.m4a	mop	bil^mop^hon
			41015	soundonly_word					pen.m4a	pen	jem^pen^sos
											
MiniTest_4_2	1	42001, 42002, 42003, 42004, 42005									
			42001	image_word	__wi	sawi.png				sa	pi^sa^ku
			42002	image_word	ro__	roti.png				ti	ti^bu^la
			42003	soundonly_word					satu.m4a	satu	saku^satu^sapu
			42004	soundonly_word					nama.m4a	nama	lama^nama^nada
			42005	sentence_word		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	nama, nada	nama, nada^tali, sari^buku, gusi
											
MiniTest_4_2	2	42006, 42007, 42008, 42009, 42010									
			42006	image_word	__la	gula.png				gu	ku^gu^ba
			42007	image_word	ka__	kaki.png				ki	ki^tu^di
			42008	soundonly_word					tali.m4a	tali	tari^tali^kali
			42009	soundonly_word					baju.m4a	baju	baku^baju^laku
			42010	sentence_word		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	baju, baku	kali, lali^baju, baku^api, ikan
											
MiniTest_4_2	3	42011, 42012, 42013, 42014, 42015									
			42011	image_word	__da	kuda.png				ku	pa^ku^su
			42012	image_word	ba__	batu.png				tu	ti^tu^wi
			42013	soundonly_word					buku.m4a	buku	budi^buku^suku
			42014	soundonly_word					ikan.m4a	ikan	iman^ikan^adat
			42015	sentence_word		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	satu, saku	nasi, lada^satu, saku^ubi, adat
											
MiniTest_4_3	1	43001, 43002, 43003, 43004, 43005									
			43001	word_word		__ma			nama.m4a	na	na^la^sa
			43002	image_word		kereta.png				kereta	kereta^kelapa^bantal
			43003	soundonly_word					baju.m4a	baju	baju^buku^bola
			43004	sentence_word		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	lampin, lampu	lampin, lampu^buncis, bantal^logo, ratu
			43005	sentence_word		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	lembing, lembu	lembing, lembu^sampah, bantal^gigi, nasi
											
MiniTest_4_3	2	43006, 43007, 43008, 43009, 43010									
			43006	image_word		pensel.png				pensel	pintu^pensel^tomato
			43007	word_word		__ku			buku.m4a	bu	bu^su^ka
			43008	soundonly_word					ciku.m4a	ciku	cari^ciku^ceri
			43009	sentence_word		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	buncis, buntal	lampu, sampan^buncis, buntal^baju, keju
			43010	sentence_word		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	menara, menari	menara, menari^kelisa, pelita^tali, pili
											
MiniTest_4_3	3	43011, 43012, 43013, 43014, 43015									
			43011	word_word		__li			tali.m4a	ta	ta^ka^la
			43012	image_word		burung.png				burung	helang^burung^topeng
			43013	soundonly_word					singa.m4a	singa	saya^singa^sate
			43014	sentence_word		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	kamera, kemeja	sekali, lokasi^kamera, kemeja^sapu, topi
			43015	sentence_word		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	baharu, bahasa	kerusi, kamera^baharu, bahasa^logo, ratu
											
PostTest_4	1	4001, 4002, 4003, 4004, 4005, 4006, 4007, 4008, 4009, 4010									
			4001	image_word		landak.png				landak	landak^rumput^tangga
			4002	image_word		nyamuk.png				nyamuk	mangga^nyamuk^kerang
			4003	image_word	__nga	bunga.png				bu	bu^ru^ka
			4004	image_word	__mah	rumah.png				ru	hu^ru^pa
			4005	soundonly_word					khamis.m4a	khamis	khabar^syarat^khamis
			4006	image_word		mangga.png				mangga	mangga^nangka^tangga
			4007	image_word		gunting.png				gunting	gendang^gunting^lembing
			4008	soundonly_word					nyamuk.m4a	nyamuk	nyala^nyamuk^nganga
			4009	sentence_sentence		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	batu, baku	batu, baku^sari, lari^nama, lama
			4010	sentence_sentence		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	nama, nada	kali, tali^nama, nada^baju, laku
											
PostTest_4	2	4011, 4012, 4013, 4014, 4015, 4016, 4017, 4018, 4019, 4020									
			4011	image_word		pisang.png				pisang	pisang^baldi^lembu
			4012	image_word		hujan.png				hujan	cicak^katak^hujan
			4013	image_word	__jan	hujan.png				hu	ma^hu^ka
			4014	image_word	__sut	kasut.png				ka	ru^bu^ka
			4015	soundonly_word					syiling.m4a	syiling	syukur^nyiru^syiling
			4016	image_word		kampung.png				kampung	kampung^kentang^jantung
			4017	image_word		bangku.png				bangku	rangka^singki^bangku
			4018	soundonly_word					nganga.m4a	nganga	khemah^nganga^nyonya
			4019	sentence_sentence		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	satu, saku	bala, kala^tari, lari^satu, saku
			4020	sentence_sentence		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	gula, gusi	api, abu^gula, gusi^ikan, iman
											
MiniTest_5_1	1	51001, 51002, 51003, 51004, 51005									
			51001	sentence_word		Pilih yang betul.			sekolah.m4a	sekolah	sekolah^sekolam^sekalah
			51002	sentence_word		Pilih yang betul.			pensel.m4a	pensel	pensal^pensel^pansel
			51003	image_word		sangkar.png				sangkar	sangkar^songkok^cangkul
			51004	soundonly_image					book_en_216_page_5_1.m4a	book_en_216_page_5.png	book_en_216_page_5.png^book_en_216_page_6.png^book_en_216_page_3.png
			51005	sentence_word		Kucing ada yang __________.			book_en_215_page_8_1.m4a	bertelinga panjang	bertelinga panjang^bertompok^bermata kecil
											
MiniTest_5_1	2	51006, 51007, 51008, 51009, 51010									
			51006	sentence_word		Pilih yang betul.			meja.m4a	meja	maja^meja^meju
			51007	sentence_word		Pilih yang betul.			buku.m4a	buku	buku^buka^baku
			51008	image_word		tingkap.png				tingkap	langsir^tingkap^tongkat
			51009	soundonly_image					book_en_216_page_3_1.m4a	book_en_216_page_3.png	book_en_216_page_5.png^book_en_216_page_6.png^book_en_216_page_3.png
			51010	sentence_word		Kucing ada yang suka _________.			book_en_215_page_6_1.m4a	matahari	bulan^matahari^hujan
											
MiniTest_5_1	3	51011, 51012, 51013, 51014, 51015									
			51011	sentence_word		Pilih yang betul.			topi.m4a	topi	tapi^topi^tupi
			51012	sentence_word		Pilih yang betul.			bunga.m4a	bunga	bunga^bangga^binga
			51013	image_word		songkok.png				songkok	songkok^bengkok^langsat
			51014	soundonly_image					book_en_216_page_6_1.m4a	book_en_216_page_6.png	book_en_216_page_5.png^book_en_216_page_6.png^book_en_216_page_3.png
			51015	sentence_word		Kucing ada yang suka _________.			book_en_215_page_7_1.m4a	bulan	bulan^matahari^hujan
											
MiniTest_5_2	1	52001, 52002, 52003, 52004, 52005									
			52001	sentence_word		Pilih yang betul.			belon.m4a	belon	belon^balon^belan
			52002	sentence_word		Pilih yang betul.			datuk.m4a	datuk	datuk^datak^datik
			52003	soundonly_word					tandas.m4a	tandas	tandas^tonton^tanduk
			52004	sentence_word		Ini ____ saya.			iniabangsaya.m4a	brother	abang^ibu^bapa
			52005	sentence_word		Hao di _____.			haodisekolah.m4a	sekolah	bilik^dapur^sekolah
											
MiniTest_5_2	2	52006, 52007, 52008, 52009, 52010									
			52006	sentence_word		Pilih yang betul.			nenek.m4a	nenek	nenek^nanek^nenik
			52007	sentence_word		Pilih yang betul.			gunung.m4a	gunung	gonung^gunung^gunang
			52008	soundonly_word					mangga.m4a	mangga	mangkuk^mangga^nangka
			52009	sentence_word		Ini ____ saya.			iniibusaya.m4a	mother	abang^ibu^bapa
			52010	sentence_word		Aini di _____.			ainididapur.m4a	dapur	bilik^dapur^sekolah
											
MiniTest_5_2	3	52011, 52012, 52013, 52014, 52015									
			52011	sentence_word		Pilih yang betul.			gambar.m4a	gambar	gambar^gambir^gambur
			52012	sentence_word		Pilih yang betul.			dapur.m4a	dapur	dapor^dapir^dapur
			52013	soundonly_word					tingkap.m4a	tingkap	tinggi^tingkap^janggut
			52014	sentence_word		Ini ____ saya.			inibapasaya.m4a	bapa	abang^ibu^bapa
			52015	sentence_word		Saya perlu ____.			sayaperlukertas.m4a	kertas	kertas^kerusi^lampu
											
MiniTest_5_3	1	53001, 53002, 53003, 53004, 53005									
			53001	sentence_word		Pilih yang betul.			kerusi.m4a	kerusi	kerusi^karusi^kerasi
			53002	sentence_word		Pilih yang betul.			kentang.m4a	kentang	kentang^kantang^kenteng
			53003	soundonly_word					langsir.m4a	langsir	langsir^rangkap^rangka
			53004	sentence_word		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	batik, batuk	gerak, jarak^batik, batuk^panda, tempe
			53005	sentence_word		Saya boleh buat _______.			book_en_218_page_1_1.m4a	bentuk	bentuk^bot^gula-gula
											
MiniTest_5_3	2	53006, 53007, 53008, 53009, 53010									
			53006	sentence_word		Pilih yang betul.			monyet.m4a	monyet	monyet^monyat^monyit
			53007	sentence_word		Pilih yang betul.			komputer.m4a	komputer	komputer^komputar^kompiter
			53008	soundonly_word					cangkul.m4a	cangkul	cangkul^cangkuk^canggih
			53009	sentence_word		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	sekat, sepak	sekat, sepak^gerak, jarak^batik, betik
			53010	sentence_word		Saya boleh buat _______.			book_en_218_page_2_1.m4a	bot	bentuk^bot^gula-gula
											
MiniTest_5_3	3	53011, 53012, 53013, 53014, 53015									
			53011	sentence_word		Pilih yang betul.			pelajar.m4a	pelajar	palajar^pelajar^pelajir
			53012	sentence_word		Pilih yang betul.			sentiasa.m4a	sentiasa	sentiasa^santiasa^sentiasa
			53013	soundonly_word					tongkat.m4a	tongkat	tangki^tongkat^tongkang
			53014	sentence_word		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	gerak, geram	batik, betik^gerak, geram^sekat, batuk
			53015	sentence_word		Saya boleh buat _______.			book_en_218_page_3_1.m4a	gula-gula	bentuk^bot^gula-gula
											
PostTest_5	1	5001, 5002, 5003, 5004, 5005, 5006, 5007, 5008, 5009, 5010									
			5001	soundonly_word					ikan.m4a	ikan	hitam^ikan^makan
			5002	soundonly_word					kerusi.m4a	kerusi	baharu^kerusi^bahasa
			5003	soundonly_word					lelaki.m4a	lelaki	kereta^lelaki^kelapa
			5004	sentence_sentence		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	baju, baku	gerak, batik^baju, baku^panda, tempe
			5005	sentence_sentence		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	nama, nada	sekat, batuk^nama, nada^kali, gusi
			5006	image_word		singa.png				singa	kuda^roti^singa
			5007	image_word		kerusi.png				kerusi	kerusi^lampu^bakul
			5008	sentence_word		Rumah ini ______.			rumahinibesar.m4a	besar	tinggi^besar^kecil
			5009	sentence_word		Ini ______ saya.			iniibusaya.m4a	ibu	abang^bapa^ibu
			5010	sentence_word		Baju hujan _________ saya! 			book_en_217_page_1_1.m4a	baharu	kecil^baharu^lama
											
PostTest_5	2	5011, 5012, 5013, 5014, 5015, 5016, 5017, 5018, 5019, 5020									
			5011	soundonly_word					kucing.m4a	kucing	kering^kucing^dacing
			5012	soundonly_word					nyamuk.m4a	nyamuk	nganga^nyala^nyamuk
			5013	soundonly_word					stesen.m4a	stesen	statik^stesen^stadium
			5014	sentence_sentence		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	satu, saku	satu, saku^lekat, panda^gerak, batik
			5015	sentence_sentence		Pilih pasangan perkataan yang mempunyai bunyi awal yang sama.			choosepairwithsamefirstsound.m4a	batik, batuk	panda, tempe^sekat, batuk^batik, batuk
			5016	image_word		bunga.png				bunga	telur^bunga^tandas
			5017	image_word		sungai.png				sungai	ladang^keldai^sungai
			5018	sentence_word		Sudu di atas ______.			sududiatasmeja.m4a	meja	meja^buku^lampu
			5019	sentence_word		Burung di ______.			burungdilangit.m4a	langit	batu^sungai^langit
			5020	sentence_word		Saya suka _________.			book_en_217_page_6_1.m4a	hujan	hujan^matahari^salji
											
MiniTest_6_1	1	61001, 61002, 61003, 61004, 61005									
			61001	soundonly_word					telur.m4a	telur	telur^roti^susu
			61002	soundonly_word					pisang.m4a	pisang	pisang^oren^ceri
			61003	sentence_word		Baju saya ______.			bajusayakotor.m4a	kotor	kotor^bersih^putih
			61004	image_sentence		mangga_kuning.png			sebijimanggakuning.m4a	Sebiji mangga kuning.	Sebiji mangga kuning.^Sebuah topi oren.^Sebiji bola merah.
			61005	image_sentence		dua_singa.png			duaekorsinga.m4a	Dua ekor singa.	Dua ekor singa.^Seekor kucing kecil.^Lima ekor semut.
											
MiniTest_6_1	2	61006, 61007, 61008, 61009, 61010									
			61006	soundonly_word					guru.m4a	guru	guru^doktor^petani
			61007	soundonly_word					kucing.m4a	kucing	anjing^kucing^lembu
			61008	sentence_word		Ini ______.			inilampu.m4a	lampu	lampu^buku^meja
			61009	image_sentence		budak_lelaki_tinggi.png			seorangbudaklelakitinggi.m4a	Seorang budak lelaki tinggi.	Seorang budak lelaki tinggi.^Seorang budak lelaki.^Seekor kucing kecil.
			61010	image_sentence		topi_oren.png			sebuahtopioren.m4a	Sebuah topi oren.	Sebuah topi oren.^Sebuah buku hijau.^Sebiji bola merah.
											
MiniTest_6_1	3	61011, 61012, 61013, 61014, 61015									
			61011	soundonly_word					berlari.m4a	berlari	berenang^berlari^berbasikal
			61012	soundonly_word					bola_sepak.m4a	bola_sepak	bola_sepak^bola keranjang^bola tenis
			61013	sentence_word		Ayam di dalam ______.			ayamdidalamsarang.m4a	sarang	sarang^pokok^bilik
			61014	image_sentence		tiga_kereta.png			tigabuahkereta.m4a	Tiga buah kereta.	Tiga buah kereta.^Dua buah baldi.^Empat biji bola.
			61015	image_sentence		lima_semut.png			limaekorsemut.m4a	Lima ekor semut.	Lima ekor semut.^Dua ekor singa.^Seekor kucing kecil.
											
MiniTest_6_2	1	62001, 62002, 62003, 62004, 62005									
			62001	image_sentence		seorang_budak_lelaki_dua_kerusi.png			seorangbudaklelakidanduabuahkerusi.m4a	Seorang budak lelaki dan dua buah kerusi.	Seorang budak lelaki dan dua buah kerusi.^Sebatang sudu dan dua batang garpu.^Dua biji lemon dan sebiji tomato.
			62002	image_sentence		sebatang_sudu_dua_garpu.png			sebatangsududanduabatanggarpu.m4a	Sebatang sudu dan dua batang garpu.	Seorang budak lelaki dan dua buah kerusi.^Sebatang sudu dan dua batang garpu.^Dua biji lemon dan sebiji tomato.
			62003	sentence_word		Siti dan Aini _____ makan kentang.			sitidanainisukamakankentang.m4a	suka	suka^ada^beli
			62004	sentence_word		Buah mangga itu _____.			buahmanggaitusedap.m4a	sedap	sedap^pandai^bersih
			62005	soundonly_image					book_en_207_page_2_1.m4a	book_en_207_page_2.png	book_en_207_page_2.png^book_en_207_page_3.png^book_en_207_page_5.png
											
MiniTest_6_2	2	62006, 62007, 62008, 62009, 62010									
			62006	image_sentence		dua_lemon_satu_tomato.png			duabijilemondansebijitomato.m4a	Dua biji lemon dan sebiji tomato.	Seorang budak lelaki dan dua buah kerusi.^Sebatang sudu dan dua batang garpu.^Dua biji lemon dan sebiji tomato.
			62007	image_sentence		tiga_bulatan_satu_segi_empat.png			tigabulatandansatusegiempat.m4a	Tiga bulatan dan satu segi empat.	Tiga bulatan dan satu segi empat.^Empat biji bola.^Dua buah baldi.
			62008	sentence_word		Ali _____ pantas.			aliberlaripantas.m4a	berlari	berlari^berjalan^berenang
			62009	sentence_word		Kumar _____ ke sekolah.			kumarberjalankesekolah.m4a	berjalan	berjalan^berlari^melompat
			62010	soundonly_image					book_en_207_page_3_1.m4a	book_en_207_page_3.png	book_en_207_page_2.png^book_en_207_page_3.png^book_en_207_page_5.png
											
MiniTest_6_2	3	62011, 62012, 62013, 62014, 62015									
			62011	image_sentence		seekor_anjing_seekor_kucing.png			seekoranjingdanseekorkucing.m4a	Seekor anjing dan seekor kucing.	Seekor anjing dan seekor kucing.^Dua ekor singa.^Seekor kucing kecil.
			62012	image_sentence		tiga_buah_kereta.png			tigabuahkereta.m4a	Tiga buah kereta.	Tiga buah kereta.^Dua buah baldi.^Empat biji bola.
			62013	sentence_word		Ali _____ di sungai.			aliberenangdisungai.m4a	berenang	berenang^berjalan^berlari
			62014	sentence_word		Mei _____ menyanyi.			meipandaimenyanyi.m4a	pandai	pandai^suka^ada
			62015	soundonly_image					book_en_207_page_5_1.m4a	book_en_207_page_5.png	book_en_207_page_2.png^book_en_207_page_3.png^book_en_207_page_5.png
											
MiniTest_6_3	1	63001, 63002, 63003, 63004, 63005									
			63001	sentence_word		Pilih yang betul.			penyu.m4a	penyu	penyu^burung^kuda
			63002	sentence_word		Pilih ayat yang betul.			burunghelangterbangtinggi.m4a	Burung helang terbang tinggi.	Burung helang terbang tinggi.^Burunghelangterbangtinggi.^burung helang terbang tinggi
			63003	sentence_word		Ali dan Amir _____ ke sekolah.			alidanamirpergikesekolah.m4a	pergi	pergi^ada^bantu
			63004	image_sentence		book_en_221_page_1.png			book_en_221_page_1_1.m4a	Saya boleh berenang.	Saya boleh berenang.^Saya makan lalat.^Saya boleh terbang.
			63005	sentence_sentence		Saya nampak _________.			book_en_228_page_1_1.m4a	pantai	pantai^gunung^gurun
											
MiniTest_6_3	2	63006, 63007, 63008, 63009, 63010									
			63006	sentence_word		Pilih yang betul.			zirafah.m4a	zirafah	kerbau^zirafah^gajah
			63007	sentence_word		Pilih ayat yang betul.			amirbermainbola.m4a	Amir bermain bola.	Amir bermain bola.^Amirbermainbola.^amir bermain bola
			63008	sentence_word		Aini bantu _____.			ainibantuibu.m4a	ibu	ibu^abang^guru
			63009	image_sentence		book_en_221_page_6.png			book_en_221_page_6_1.m4a	Saya makan lalat.	Saya boleh berenang.^Saya makan lalat.^Saya boleh terbang.
			63010	sentence_sentence		Saya nampak _________.			book_en_228_page_2_1.m4a	gunung	pantai^gunung^gurun
											
MiniTest_6_3	3	63011, 63012, 63013, 63014, 63015									
			63011	sentence_word		Pilih yang betul.			kelapa.m4a	kelapa	mangga^nanas^kelapa
			63012	sentence_word		Pilih ayat yang betul.			sitiberjalankaki.m4a	Siti berjalan kaki.	Siti berjalan kaki.^Sitiberjalankaki.^siti berjalan kaki
			63013	sentence_word		Lina _____ Kavita suka minum susu.			linadankavitasukaminumsusu.m4a	dan	dan^ada^pergi
			63014	image_sentence		book_en_221_page_7.png			book_en_221_page_7_1.m4a	Saya boleh terbang.	Saya boleh berenang.^Saya makan lalat.^Saya boleh terbang.
			63015	sentence_sentence		Saya nampak _________.			book_en_228_page_3_1.m4a	gurun	pantai^gunung^gurun
											
PostTest_6	1	6001, 6002, 6003, 6004, 6005, 6006, 6007, 6008, 6009, 6010									
			6001	soundonly_word					bukit.m4a	bukit	rumah^jalan^bukit
			6002	image_sentence		topi_oren.png			sebuahtopioren.m4a	Sebuah topi oren.	Sebuah topi oren.^Sebuah buku hijau.^Seekor beruang perang.
